City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,fort st. john,56.2499,-120.8529,-0.06,55,75,3.6,CA,1711312473
364,yemva,62.59,50.8594,-18.44,99,66,2.05,RU,1711312611
365,kavieng,-2.5744,150.7967,28.96,74,49,4.04,PG,1711312611
366,yeppoon,-23.1333,150.7333,21.88,90,100,6.8,AU,1711312611
367,acajutla,13.5928,-89.8275,31.12,64,17,3.96,SV,1711312351
368,al hada,21.3675,40.2869,10.43,36,0,2.55,SA,1711312521
369,dakhla,23.6848,-15.958,19.01,82,0,2.57,EH,1711312611
370,necochea,-38.5473,-58.7368,20.18,64,33,6.5,AR,1711312611
371,chonchi,-42.6128,-73.8092,18.95,69,92,0.28,CL,1711312611
372,kingston,17.997,-76.7936,29.53,70,40,4.12,JM,1711312611
373,emporia,38.4039,-96.1817,12.72,81,100,9.77,US,1711312612
374,roma,43.2128,-75.4557,2.28,42,0,4.12,US,1711312612
375,egilsstadir,65.2653,-14.3948,-5.05,93,75,3.09,IS,1711312613
376,gadzhiyevo,69.2551,33.3362,-16.49,88,100,3.57,RU,1711312613
377,port macquarie,-31.4333,152.9167,15.5,85,45,1.9,AU,1711312613
378,xilin hot,43.9667,116.0333,-1.49,31,82,1.56,CN,1711312613
379,bilibino,68.0546,166.4372,-26.18,97,74,1.58,RU,1711312613
380,kapuskasing,49.4169,-82.4331,-1.95,31,40,3.6,CA,1711312441
381,mwinilunga,-11.7358,24.4293,17.48,94,69,1.14,ZM,1711312614
382,smithers,54.7804,-127.1743,8.18,39,0,1.54,CA,1711312614
383,yongchuan,29.3514,105.8947,14.54,74,100,3.92,CN,1711312614
384,papao,-17.75,-149.55,30.82,73,61,3.28,PF,1711312614
385,bamboo flat,11.7,92.7167,25.7,74,100,3.32,IN,1711312614
386,portland,45.5234,-122.6762,11.9,89,100,2.24,US,1711312290
387,hasaki,35.7333,140.8333,12.38,81,100,6.01,JP,1711312614
388,covington,39.0837,-84.5086,13.17,32,0,5.66,US,1711312023
389,pangoa,-12.1167,-73.0,26.85,73,100,0.95,PE,1711312615
390,mengcheng chengguanzhen,33.2661,116.566,7.76,94,100,6.45,CN,1711312615
391,mount gambier,-37.8333,140.7667,15.46,71,100,4.05,AU,1711312615
392,markovo,57.3206,107.0881,-2.39,93,100,3.7,RU,1711312615
393,le port,-20.9373,55.2919,26.39,82,97,3.26,RE,1711312615
394,atafu village,-8.5421,-172.5159,29.55,71,14,4.66,TK,1711312615
395,arkhangel'sk,64.5401,40.5433,-8.82,57,40,6.0,RU,1711312615
396,vorkuta,67.5,64.0,-30.97,100,25,0.56,RU,1711312615
397,bloemhof,-27.6469,25.607,18.17,57,93,3.28,ZA,1711312615
398,kargasok,59.0556,80.8572,1.09,98,100,6.71,RU,1711312615
399,port lincoln,-34.7333,135.8667,13.01,82,7,1.24,AU,1711312578
400,flin flon,54.7682,-101.865,-7.09,42,20,3.6,CA,1711312616
401,ponferrada,42.5466,-6.5962,14.14,45,8,1.7,ES,1711312616
402,touros,-5.1989,-35.4608,26.94,79,20,3.44,BR,1711312616
403,ambalangoda,6.2355,80.0538,26.41,85,91,1.59,LK,1711312616
404,pinos,22.3,-101.5667,23.61,4,57,14.24,MX,1711312616
405,pacasmayo,-7.4006,-79.5714,25.18,73,91,6.22,PE,1711312616
406,bairnsdale,-37.8333,147.6167,9.47,95,39,0.45,AU,1711312531
407,katsuura,35.1333,140.3,13.01,90,100,7.92,JP,1711312616
408,richards bay,-28.783,32.0377,22.07,92,92,2.69,ZA,1711312616
409,dhidhdhoo,6.8833,73.1,28.57,76,22,2.75,MV,1711312617
410,mar del plata,-38.0023,-57.5575,25.01,66,20,4.92,AR,1711312320
411,flying fish cove,-10.4217,105.6791,25.82,94,100,3.09,CX,1711312617
412,prachuap khiri khan,12.2167,99.75,22.8,86,84,1.44,TH,1711312617
413,taoudenni,22.6783,-3.9836,30.13,16,81,3.53,ML,1711312617
414,hsinchu,24.8036,120.9686,24.92,83,53,1.34,TW,1711312463
415,greenville,35.6127,-77.3663,13.09,41,0,6.69,US,1711312516
416,bethanie,-26.4833,17.15,21.43,21,6,3.78,NA,1711312617
417,ialibu,-6.2821,143.9935,12.84,89,63,1.64,PG,1711312617
418,sidrolandia,-20.9319,-54.9614,26.77,63,95,4.72,BR,1711312617
419,lampazos de naranjo,27.0167,-100.5167,29.06,35,100,2.36,MX,1711312450
420,nagqu,31.5,92.0,-4.18,46,100,2.17,CN,1711312618
421,hithadhoo,-0.6,73.0833,29.42,71,93,4.57,MV,1711312618
422,nar'yan-mar,67.6713,53.087,-29.94,100,62,1.34,RU,1711312398
423,karratha,-20.7377,116.8463,26.36,45,50,6.1,AU,1711312618
424,east ballina,-28.8667,153.5833,17.67,91,100,1.74,AU,1711312552
425,glace bay,46.1969,-59.957,1.61,82,100,4.47,CA,1711312618
426,mildura,-34.2,142.15,9.48,82,0,3.4,AU,1711312618
427,juneau,58.3019,-134.4197,8.39,82,40,2.06,US,1711312607
428,spring creek,40.7266,-115.5859,6.89,56,100,0.89,US,1711312618
429,sarkand,45.41,79.9186,7.08,63,100,1.9,KZ,1711312619
430,sola,-13.8833,167.55,27.48,80,100,1.81,VU,1711312619
431,cannonvale,-20.2833,148.7,26.66,81,87,3.62,AU,1711312619
432,illizi,26.4833,8.4667,24.89,13,28,4.13,DZ,1711312619
433,olyokminsk,60.3736,120.4264,-7.83,87,100,3.23,RU,1711312521
434,vila franca do campo,37.7167,-25.4333,14.23,80,24,5.67,PT,1711312619
435,qamdo,31.1667,97.2333,-5.08,25,40,2.07,CN,1711312619
436,aras-asan,8.8908,126.3033,25.2,89,90,2.41,PH,1711312619
437,tripoli,32.8752,13.1875,18.47,49,66,4.36,LY,1711312619
438,sarina,-21.4333,149.2167,24.78,1,92,1.76,AU,1711312619
439,uyuni,-20.4597,-66.825,18.6,21,2,8.36,BO,1711312620
440,moral de calatrava,38.7919,-3.5786,16.38,54,45,2.85,ES,1711312620
441,kapa'a,22.0752,-159.319,25.99,68,40,6.17,US,1711312620
442,ulladulla,-35.35,150.4667,14.19,64,0,2.17,AU,1711312620
443,rio grande,-32.035,-52.0986,26.06,71,86,2.72,BR,1711312539
444,yuzhno-kurilsk,44.0306,145.8556,-0.35,96,36,3.27,RU,1711312620
445,nakhon thai,17.1006,100.8374,25.56,42,0,0.48,TH,1711312620
446,korla,41.7597,86.1469,10.41,54,89,1.02,CN,1711312620
447,prado,-17.3411,-39.2208,25.76,82,40,2.93,BR,1711312620
448,taraz,42.9,71.3667,7.23,87,88,4.0,KZ,1711312620
449,tazacorte,28.629,-17.9293,18.54,76,20,7.72,ES,1711312621
450,antofagasta,-23.65,-70.4,20.6,72,2,2.6,CL,1711312193
451,magistral'nyy,56.1725,107.4458,-5.91,94,99,1.9,RU,1711312621
452,tucuma,-0.1833,-50.05,25.67,92,97,2.88,BR,1711312621
453,lorengau,-2.0226,147.2712,27.97,80,43,3.16,PG,1711312621
454,oslo,59.9127,10.7461,3.14,97,100,1.13,NO,1711312323
455,mccomb,31.2438,-90.4531,18.34,51,0,6.17,US,1711312621
456,rohru,31.2167,77.75,8.18,72,1,1.87,IN,1711312621
457,talcahuano,-36.7167,-73.1167,21.82,64,0,6.17,CL,1711312578
458,selfoss,63.9331,-20.9971,-2.33,74,20,4.28,IS,1711312622
459,berdigestyakh,62.0989,126.6992,-18.9,91,97,3.93,RU,1711312399
460,zhob,31.3411,69.4481,17.72,54,76,1.15,PK,1711312622
461,xining,36.6167,101.7667,0.89,86,14,1.22,CN,1711312529
462,la'ie,21.6477,-157.9253,25.98,66,55,4.02,US,1711312622
463,gebeit,21.0667,36.3167,19.27,20,0,2.92,SD,1711312622
464,walvis bay,-22.9575,14.5053,17.27,61,10,5.75,NA,1711312622
465,saudarkrokur,65.7461,-19.6394,-6.05,83,100,1.77,IS,1711312622
466,hohhot,40.8106,111.6522,3.16,93,0,1.0,CN,1711312522
467,caleta de carquin,-11.0925,-77.6267,24.47,79,47,3.72,PE,1711312622
468,birao,10.2849,22.7882,29.39,15,97,1.71,CF,1711312623
469,caldwell,43.6629,-116.6874,12.97,65,75,7.2,US,1711312523
470,viedma,-40.8135,-62.9967,22.71,34,47,5.7,AR,1711312526
471,broome,42.2506,-75.833,3.17,68,0,2.57,US,1711312623
472,trenggalek,-8.05,111.7167,24.06,93,100,0.2,ID,1711312623
473,east london,-33.0153,27.9116,24.11,80,98,11.15,ZA,1711312623
474,merowe,18.4833,31.8167,22.69,15,0,5.79,SD,1711312623
475,inhambane,-23.865,35.3833,24.88,87,100,6.67,MZ,1711312623
476,sao joao da barra,-21.6403,-41.0511,23.05,90,99,1.75,BR,1711312623
477,ugoofaaru,5.6667,73.0,28.85,76,48,5.25,MV,1711312624
478,ad dilam,23.9915,47.1627,26.23,51,100,6.19,SA,1711312624
479,alpnach,46.9402,8.2743,4.79,84,75,1.54,CH,1711312624
480,jining,35.405,116.5814,5.87,85,100,5.16,CN,1711312624
481,uzgen,40.7699,73.3007,8.16,51,93,3.05,KG,1711312624
482,gorontalo,0.5412,123.0595,22.87,92,96,1.76,ID,1711312510
483,sinabang,2.4803,96.3801,27.52,77,83,1.88,ID,1711312624
484,ilica,39.9463,41.1091,-5.04,74,40,1.03,TR,1711312624
485,krasnozerskoye,53.9828,79.2374,-2.93,91,51,6.82,RU,1711312625
486,laela,-8.5667,32.05,15.25,96,100,0.24,TZ,1711312625
487,weno,7.4515,151.8468,27.97,94,75,2.57,FM,1711312625
488,ylitornio,66.3089,23.6773,-11.97,97,100,1.55,FI,1711312625
489,saue,59.3203,24.5525,1.77,93,100,2.06,EE,1711312625
490,farafangana,-22.8167,47.8333,24.01,82,100,7.67,MG,1711312625
491,buala,-8.145,159.5921,27.86,80,100,0.85,SB,1711312625
492,uaua,-9.8414,-39.4817,31.82,29,46,7.03,BR,1711312625
493,punta del este,-34.9667,-54.95,24.06,84,20,4.63,UY,1711312403
494,shingu,33.7333,135.9833,12.52,95,100,1.26,JP,1711312626
495,kununurra,-15.7667,128.7333,25.99,94,70,2.57,AU,1711312412
496,fale old settlement,-9.3852,-171.2468,29.65,71,7,4.69,TK,1711312626
497,morant bay,17.8815,-76.4093,29.79,66,41,3.55,JM,1711312626
498,atbara,17.7022,33.9864,24.48,12,25,5.83,SD,1711312626
499,kyzyl-mazhalyk,51.1333,90.6,-13.38,92,49,0.45,RU,1711312626
500,mirny,62.5353,113.9611,-19.04,96,92,3.14,RU,1711312626
501,jinxiang,27.4327,120.6062,18.03,90,100,3.83,CN,1711312626
502,buta,2.7858,24.73,24.93,76,95,1.21,CD,1711312626
503,wainwright,52.839,-110.8572,-2.84,48,64,4.04,CA,1711312445
504,kerikeri,-35.2268,173.9474,19.21,65,80,2.27,NZ,1711312627
505,tak,16.5833,98.8333,18.22,80,0,0.83,TH,1711312627
506,ngozi,-2.9075,29.8306,15.63,95,100,0.3,BI,1711312627
507,itoman,26.1247,127.6694,23.21,94,75,6.69,JP,1711312627
508,mirnyy,62.5353,113.9611,-19.04,96,92,3.14,RU,1711312626
509,tierra blanca,14.5833,-88.5833,33.85,37,19,2.55,HN,1711312627
510,santo antonio do ica,-3.1022,-67.9397,29.06,69,99,1.07,BR,1711312627
511,nishinoomote,30.7333,131.0,21.07,92,96,6.5,JP,1711312627
512,wewak,-3.5534,143.6268,26.92,86,51,3.14,PG,1711312628
513,vanimo,-2.6741,141.3028,25.39,90,36,2.66,PG,1711312628
514,chongwe,-15.3292,28.682,18.67,76,59,1.34,ZM,1711312628
515,al bawiti,28.3492,28.8659,13.18,47,4,3.22,EG,1711312628
516,alvorada,-12.48,-49.1247,26.86,82,100,0.85,BR,1711312527
517,hadibu,12.65,54.0333,26.91,73,54,1.05,YE,1711312628
518,ceelbuur,4.685,46.6176,26.4,72,66,5.21,SO,1711312628
519,mili,6.0815,171.735,28.21,77,59,7.4,MH,1711312628
520,lisakovsk,52.5369,62.4936,-4.03,92,100,5.05,KZ,1711312628
521,jayapura,-2.5333,140.7,25.66,92,45,2.34,ID,1711312629
522,botou,38.0667,116.5667,5.7,85,100,1.31,CN,1711312534
523,balabac,7.9868,117.0645,27.44,77,37,5.58,PH,1711312629
524,kharkhorin,47.1975,102.8238,-3.71,44,47,1.61,MN,1711312629
525,oppdal,62.5943,9.6912,-7.87,99,97,1.25,NO,1711312629
526,road town,18.4167,-64.6167,29.05,70,40,4.63,VG,1711312629
527,yatou,37.15,122.3833,6.82,62,100,5.49,CN,1711312629
528,port blair,11.6667,92.75,25.72,74,100,3.42,IN,1711312629
529,hami,42.8,93.45,9.68,50,19,1.9,CN,1711312629
530,yima,34.7381,111.8839,6.74,92,100,1.52,CN,1711312629
531,kabompo,-13.5927,24.2008,22.29,51,89,1.35,ZM,1711312629
532,bom jardim,-7.7958,-35.5872,26.17,68,19,5.07,BR,1711312630
533,shahba,32.8551,36.629,6.75,83,96,2.17,SY,1711312630
534,el dorado,38.7666,-120.5177,10.71,92,100,0.67,US,1711312630
535,prairie view,30.0933,-95.9877,22.73,72,100,8.13,US,1711312458
536,las palmas,28.4204,-14.0131,17.44,63,40,3.09,ES,1711312630
537,la mira,18.035,-102.3266,28.26,45,66,4.8,MX,1711312630
538,ginir,7.1333,40.7,17.76,73,58,1.65,ET,1711312630
539,mo i rana,66.3128,14.1428,-4.74,80,0,1.54,NO,1711312630
540,ad dabbah,18.05,30.95,23.59,13,0,5.2,SD,1711312631
541,al burayqah,30.4062,19.5739,15.92,66,0,2.1,LY,1711312631
542,nacimiento,-37.5,-72.6667,25.43,39,81,3.26,CL,1711312631
543,troitskoye,52.9821,84.6757,-3.69,92,78,3.1,RU,1711312631
544,bontang,0.1333,117.5,25.63,89,33,4.54,ID,1711312631
545,celestun,20.8667,-90.4,27.38,54,1,4.22,MX,1711312631
546,tchibanga,-2.85,11.0333,24.01,97,86,1.29,GA,1711312631
547,nogliki,51.8333,143.1667,-2.03,96,100,2.68,RU,1711312631
548,ola,59.5833,151.2833,-13.41,89,95,4.37,RU,1711312632
549,phnom penh,11.5625,104.916,27.95,78,20,3.6,KH,1711312632
550,taman',45.2117,36.7161,8.57,80,2,6.64,RU,1711312632
551,tazovsky,67.4667,78.7,-32.8,97,22,2.98,RU,1711312340
552,bocaiuva,-17.1078,-43.815,29.84,78,71,2.01,BR,1711312632
553,evanston,42.0411,-87.6901,9.5,52,100,7.2,US,1711312529
554,tiaret,35.371,1.317,16.69,45,40,2.57,DZ,1711312402
555,puerto lempira,15.2667,-83.7667,32.08,62,20,5.14,HN,1711312529
556,bastia,42.6667,9.3333,13.5,51,0,11.18,FR,1711312426
557,banjar,-8.19,114.9675,24.76,91,100,1.93,ID,1711312632
558,bardai,11.65,7.2333,26.35,7,54,3.72,NG,1711312632
559,conception bay south,47.4999,-52.9981,9.19,87,100,12.33,CA,1711312633
560,chernyshevskiy,63.0128,112.4714,-30.14,100,70,1.68,RU,1711312633
561,melekeok village,7.4957,134.6367,27.33,87,48,3.83,PW,1711312633
